hexID,LAT,LON,N,K,R
140861,15.1118493510949,37.0000114591561,66,1,12
140862,15.9778739448072,37.0000114591561,32,2,3
140863,16.8438984455835,37.0000114591558,26,1,5
140864,17.7099228483147,37.0000114591564,30,1,2
140865,18.5759471478739,37.0000114591561,1045,4,236
140866,19.4419713391136,37.0000114591562,598,4,274
140867,20.3079954168511,37.0000114591562,12,1,7
140868,21.1740193758799,37.0000114591563,18,1,8
140869,22.0400432109516,37.0000114591564,1,1,1
140872,24.638113919282,37.0000114591563,18,1,17
140873,25.504137205114,37.0000114591559,63,1,48
140874,26.3701603399849,37.000011459156,29,1,1
140875,27.2361833182878,37.0000114591561,79,3,67
140876,28.1022061343237,37.0000114591557,37,1,1
140877,28.968228782292,37.0000114591565,3,2,2
140879,30.7002735502381,37.0000114591563,5,2,5
140880,31.5662956579843,37.0000114591562,290,4,119
140881,32.432317573174,37.0000114591561,512,4,266
140882,33.2983392892788,37.0000114591561,54,2,29
140883,34.1643607995773,37.0000114591563,206,4,135
140884,35.0303820971244,37.0000114591565,1112,5,112
140885,35.8964031747281,37.0000114591561,1160,4,185
140886,36.7624240249291,37.0000114591561,1868,3,465
140887,37.6284446399578,37.0000114591563,1696,3,557
140888,38.4944650117125,37.0000114591564,1267,3,247
140889,39.360485131717,37.0000114591561,1015,4,218
140890,40.2265049910824,37.000011459156,208,2,105
140891,41.0925245804546,37.0000114591561,1575,3,314
140896,45.4226181111739,37.0000114591563,1329,3,426
140898,47.1546532382005,37.0000114591567,4152,4,700
140899,48.0206702562308,37.0000114591561,342,2,160
140900,48.8866868888361,37.0000114591562,722,2,198
140901,49.7527031180542,37.0000114591562,1472,4,475
140902,50.6187189244241,37.0000114591562,1748,4,517
140903,51.4847342868105,37.000011459156,2901,3,847
140904,52.3507491821943,37.0000114591563,451,4,224
140905,53.2167635854409,37.0000114591561,565,4,333
140906,54.0827774690326,37.0000114591563,11936,5,1496
140907,54.9487908027571,37.0000114591565,8026,5,1336
140908,55.814803553354,37.0000114591562,70639,6,4578
140909,56.6808156841078,37.0000114591562,11086,7,2224
140910,57.5468271543697,37.0000114591563,145,3,129
140911,58.4128379190075,37.0000114591561,296,4,206
140912,59.2788479277488,37.0000114591563,135,3,93
140913,60.1448571244344,37.0000114591559,251,5,139
140914,61.010865446113,37.0000114591563,174,4,94
140915,61.8768728219864,37.0000114591564,79,3,18
140916,62.7428791721416,37.0000114591563,425,5,398
140917,63.6088844060428,37.0000114591562,4,2,3
140918,64.4748884207134,37.0000114591564,1,1,1
140919,65.3408910985324,37.0000114591562,26,2,24
140920,66.2068923045519,37.0000114591564,493,5,277
140921,67.0728918832091,37.0000114591565,184,3,37
140922,67.9388896542628,37.0000114591566,198,2,105
140923,68.804885407732,37.000011459156,115,3,87
140985,-17.3640920882325,37.2500114591552,176,2,95
140986,-16.4980676457359,37.250011459155,132,2,75
140987,-15.6320431072348,37.2500114591557,202,2,110
140988,-14.7660184778331,37.2500114591552,926,2,316
140989,-13.8999937626117,37.2500114591548,105,2,65
140990,-13.0339689666414,37.2500114591552,102,2,71
140991,-12.1679440949849,37.2500114591553,89,2,41
140992,-11.3019191526902,37.2500114591552,35,2,14
140993,-10.4358941448035,37.2500114591553,6,2,3
140994,-9.56986907636432,37.2500114591555,7,2,5
140995,-8.70384395240346,37.2500114591553,47,2,33
140996,-7.83781877795195,37.2500114591552,488,4,266
140997,-6.97179355803845,37.2500114591555,13922,7,2122
140998,-6.10576829768668,37.2500114591556,8523,5,1360
140999,-5.23974300192417,37.2500114591554,45,3,36
141000,-4.37371767577164,37.2500114591554,44,2,24
141001,-3.50769232425502,37.2500114591557,46312,8,2997
141002,-2.64166695239525,37.2500114591555,106199,4,1251
141003,-1.77564156521354,37.250011459155,9017,4,1063
141004,-0.909616167736619,37.2500114591552,48530,5,2160
141005,-0.0435907649834617,37.2500114591554,70498,8,3242
141006,0.822434638023501,37.2500114591556,4673,3,669
141007,1.68846003626063,37.2500114591556,6165,2,541
141008,2.55448542470559,37.2500114591555,452,3,194
141009,3.42051079833399,37.2500114591553,726,3,219
141010,4.28653615212684,37.2500114591555,96,2,86
141011,5.15256148105785,37.2500114591556,920,2,298
141012,6.01858678010915,37.250011459155,257,2,136
141013,6.88461204425181,37.2500114591557,161,2,110
141014,7.7506372684645,37.2500114591552,752,3,306
141015,8.61666244772103,37.2500114591553,254,2,106
141016,9.48268757699225,37.2500114591554,203,4,69
141017,10.3487126512497,37.250011459155,214,3,110
141018,11.2147376654605,37.2500114591554,381,5,161
141019,12.0807626145836,37.2500114591554,6177,4,355
141020,12.9467874935807,37.2500114591552,381,2,131
141021,13.8128122973994,37.2500114591551,74,2,11
141022,14.6788370209777,37.2500114591557,35,2,5
141023,15.54486165925,37.250011459155,89,1,44
141024,16.4108862071324,37.2500114591557,160,2,42
141025,17.2769106595253,37.250011459155,14,1,3
141026,18.142935011314,37.2500114591557,49,2,10
141027,19.0089592573584,37.2500114591559,2033,3,297
141028,19.8749833924951,37.2500114591554,575,3,338
141034,25.0711255807226,37.2500114591556,182,2,79
141035,25.9371487917687,37.2500114591554,15,1,1
141036,26.8031718490611,37.2500114591554,3,1,1
141037,27.6691947469489,37.2500114591555,19,2,15
141038,28.535217479683,37.2500114591549,3,2,3
141041,31.1332846277795,37.2500114591556,235,4,18
141042,31.9993066400537,37.2500114591551,422,2,118
141043,32.8653284565268,37.2500114591555,10,2,5
141044,33.7313500705832,37.2500114591554,41,4,31
141045,34.5973714753881,37.250011459155,82,2,33
141046,35.4633926638792,37.250011459155,132,3,45
141047,36.3294136287323,37.2500114591554,3574,4,807
141048,37.1954343623377,37.2500114591558,13600,4,679
141049,38.0614548567656,37.2500114591557,600,3,243
141050,38.9274751037294,37.2500114591554,428,3,234
141051,39.7934950945528,37.2500114591553,999,3,319
141052,40.6595148201215,37.2500114591549,762,3,243
141057,44.9896091130873,37.2500114591555,12196,6,1997
141059,46.7216445898943,37.2500114591554,10101,3,506
141060,47.5876617943235,37.2500114591554,2761,3,418
141061,48.4536786218005,37.2500114591552,617,4,251
141062,49.3196950550481,37.2500114591551,3263,5,1116
141063,50.1857110753743,37.2500114591557,1652,5,919
141064,51.0517266625076,37.2500114591556,768,3,403
141065,51.9177417943955,37.2500114591553,1236,3,362
141066,52.7837564469963,37.2500114591555,335,4,146
141067,53.6497705940155,37.2500114591552,3623,3,730
141068,54.5157842066305,37.2500114591557,16461,6,1921
141069,55.3817972531534,37.2500114591551,77176,7,3114
141070,56.2478096986527,37.2500114591552,29175,7,2279
141071,57.1138215045094,37.2500114591555,1086,5,475
141072,57.9798326279057,37.2500114591556,262,3,175
141073,58.8458430212268,37.2500114591552,4075,6,1345
141074,59.7118526313625,37.2500114591555,89,3,72
141075,60.5778613988765,37.2500114591552,111,2,68
141076,61.44386925704,37.2500114591555,770,2,323
141077,62.3098761306667,37.2500114591554,193,5,104
141078,63.1758819347439,37.2500114591555,2,1,1
141079,64.041886572761,37.2500114591554,1,1,1
141080,64.9078899347229,37.2500114591555,78,4,69
141082,66.6398923079335,37.2500114591554,9,2,8
141083,67.5058910070467,37.2500114591553,231,3,122
141084,68.3718877976442,37.2500114591553,9,2,8
141147,-17.7971042718812,37.5000114591558,5,2,5
141148,-16.9310798793036,37.5000114591553,85,3,47
141149,-16.0650553881664,37.5000114591558,84,2,52
141150,-15.1990308035785,37.500011459156,338,2,170
141151,-14.3330061306308,37.5000114591555,85,2,6
141152,-13.4669813744028,37.5000114591561,695,2,305
141153,-12.6009565399584,37.5000114591555,198,2,113
141154,-11.734931632352,37.5000114591557,678,1,29
141155,-10.868906656633,37.5000114591556,388,3,104
141156,-10.0028816178392,37.500011459156,54,2,46
141157,-9.13685652100949,37.5000114591556,1475,2,371
141158,-8.27083137117495,37.5000114591558,40,2,34
141159,-7.40480617336345,37.5000114591558,1155,3,438
141160,-6.53878093260206,37.5000114591561,2775,4,503
141161,-5.67275565391796,37.500011459156,2788,3,353
141162,-4.80673034233187,37.5000114591559,72,2,29
141163,-3.94070500287029,37.5000114591557,10604,4,1238
141164,-3.07467964055243,37.5000114591559,56761,6,2783
141165,-2.2086542604053,37.5000114591563,9869,2,1124
141166,-1.34262886744762,37.5000114591556,4780,4,733
141167,-0.476603466704472,37.5000114591557,37138,4,2244
141168,0.389421936803986,37.5000114591558,157189,4,2131
141169,1.25544733805124,37.5000114591556,3472,2,574
141170,2.12147273201951,37.5000114591558,674,4,391
141171,2.98749811368476,37.500011459156,1070,2,233
141172,3.85352347802468,37.5000114591557,121,2,93
141173,4.71954882001529,37.5000114591556,542,2,159
141174,5.58557413463368,37.500011459156,4056,3,402
141175,6.4515994168594,37.5000114591555,425,3,167
141176,7.31762466166379,37.5000114591557,496,3,255
141177,8.18364986402652,37.5000114591558,8089,3,805
141178,9.04967501891774,37.5000114591558,1442,3,423
141179,9.91570012131259,37.5000114591557,68,4,29
141180,10.7817251661746,37.5000114591559,497,3,173
141181,11.6477501484722,37.500011459156,15952,4,1042
141182,12.5137750631653,37.5000114591552,9139,5,544
141183,13.3797999052019,37.5000114591558,34,3,6
141184,14.245824669534,37.5000114591558,196,2,75
141185,15.1118493510948,37.5000114591558,448,2,131
141186,15.9778739448075,37.500011459156,49,2,25
141187,16.843898445583,37.500011459156,57,1,16
141188,17.7099228483149,37.5000114591556,66,1,9
141189,18.5759471478741,37.500011459156,582,3,97
141190,19.4419713391132,37.500011459156,268,2,101
141192,21.1740193758798,37.5000114591558,2,1,1
141196,24.6381139192821,37.5000114591557,523,2,108
141197,25.5041372051139,37.500011459156,46,2,15
141198,26.3701603399852,37.5000114591563,35,2,21
141199,27.2361833182881,37.5000114591557,33,2,28
141200,28.1022061343234,37.5000114591561,2,1,1
141201,28.9682287822922,37.5000114591559,1,1,1
141202,29.8342512562765,37.5000114591556,2,2,2
141203,30.7002735502381,37.500011459156,3,1,3
141204,31.5662956579839,37.5000114591562,11,1,10
141205,32.432317573174,37.500011459156,77,3,44
141206,33.2983392892788,37.500011459156,9,1,5
141207,34.1643607995768,37.5000114591556,59,3,43
141208,35.0303820971244,37.5000114591558,31,3,12
141209,35.8964031747282,37.5000114591559,1405,4,335
141210,36.7624240249293,37.5000114591559,7036,3,391
141211,37.6284446399578,37.500011459156,2064,3,442
141212,38.4944650117123,37.500011459156,525,4,214
141213,39.3604851317169,37.5000114591559,331,2,143
141214,40.2265049910822,37.5000114591563,515,2,143
141215,41.0925245804546,37.5000114591561,1093,4,261
141219,44.5566000319645,37.5000114591557,18180,7,2376
141220,45.4226181111739,37.5000114591556,3573,4,631
141222,47.1546532382007,37.5000114591555,8133,5,770
141223,48.0206702562308,37.5000114591561,1015,3,591
141224,48.8866868888362,37.5000114591559,10225,6,1695
141225,49.7527031180543,37.5000114591558,2820,6,1030
141226,50.6187189244239,37.5000114591562,510,3,232
141227,51.4847342868103,37.5000114591558,8063,5,1301
141228,52.3507491821943,37.5000114591561,711,4,506
141229,53.2167635854409,37.5000114591559,867,3,456
141230,54.0827774690327,37.5000114591557,61670,6,3180
141231,54.948790802757,37.5000114591556,136487,7,5090
141232,55.814803553354,37.5000114591559,589239,7,7426
141233,56.6808156841079,37.5000114591555,13554,7,1794
141234,57.5468271543698,37.5000114591556,382,3,129
141235,58.4128379190074,37.5000114591558,12652,6,1321
141236,59.2788479277488,37.5000114591556,960,4,456
141237,60.1448571244343,37.5000114591558,75,3,47
141238,61.010865446113,37.5000114591559,191,5,113
141239,61.8768728219864,37.5000114591556,160,4,55
141240,62.7428791721415,37.5000114591557,12,3,12
141241,63.6088844060429,37.5000114591562,94,3,40
141242,64.4748884207135,37.5000114591561,1416,3,154
141243,65.3408910985324,37.5000114591559,2,1,2
141244,66.2068923045519,37.500011459156,143,3,119
141245,67.0728918832091,37.5000114591552,160,3,104
141246,67.9388896542628,37.5000114591556,33,3,30
141247,68.8048854077321,37.5000114591557,897,3,322
141309,-17.3640920882329,37.7500114591561,213,2,119
141310,-16.4980676457354,37.7500114591562,21,2,15
141311,-15.6320431072346,37.7500114591558,112,3,64
141312,-14.7660184778335,37.750011459156,72,2,54
141313,-13.8999937626115,37.7500114591565,1,1,1
141314,-13.0339689666414,37.7500114591561,160,2,98
141315,-12.1679440949851,37.7500114591566,725,2,296
141316,-11.3019191526906,37.750011459156,81,1,1
141317,-10.4358941448036,37.7500114591561,209,2,83
141318,-9.56986907636448,37.7500114591554,72,3,49
141319,-8.70384395240295,37.7500114591562,230,2,131
141320,-7.83781877795172,37.7500114591561,2077,2,447
141321,-6.97179355803784,37.7500114591561,50823,7,5353
141322,-6.10576829768645,37.750011459156,8648,5,1974
141323,-5.23974300192434,37.750011459156,341,3,143
141324,-4.37371767577159,37.7500114591558,13906,6,2298
141325,-3.50769232425489,37.7500114591561,21515,5,1852
141326,-2.64166695239492,37.7500114591558,14637,3,1103
141327,-1.77564156521371,37.750011459156,3022,4,675
141328,-0.909616167736518,37.7500114591558,7516,4,1039
141329,-0.0435907649833116,37.7500114591561,10562,8,2519
141330,0.822434638023685,37.7500114591559,28485,3,963
141331,1.68846003626084,37.7500114591556,1499,4,330
141332,2.5544854247059,37.750011459156,690,3,303
141333,3.42051079833398,37.7500114591562,731,2,229
141334,4.28653615212671,37.7500114591559,13,2,10
141335,5.15256148105851,37.750011459156,2032,2,365
141336,6.01858678010895,37.7500114591563,6765,5,1367
141337,6.88461204425198,37.7500114591558,2035,4,478
141338,7.75063726846462,37.7500114591558,147,2,93
141339,8.61666244772108,37.750011459156,1494,4,452
141340,9.48268757699175,37.750011459156,50,2,28
141341,10.3487126512499,37.7500114591561,1086,5,280
141342,11.2147376654605,37.7500114591561,160,4,38
141343,12.080762614583,37.7500114591558,9920,4,355
141344,12.9467874935811,37.7500114591562,1312,2,172
141345,13.8128122973994,37.7500114591562,4,2,4
141346,14.6788370209774,37.750011459156,69,3,21
141347,15.5448616592501,37.7500114591562,101,2,56
141348,16.4108862071324,37.7500114591562,75,1,15
141349,17.276910659525,37.7500114591562,31,1,3
141350,18.1429350113142,37.7500114591557,64,2,15
141357,24.2051022214874,37.7500114591562,610,1,147
141358,25.0711255807228,37.7500114591558,17,1,12
141359,25.937148791769,37.750011459156,14,2,7
141360,26.8031718490611,37.7500114591561,376,3,151
141361,27.6691947469491,37.750011459156,3,1,3
141362,28.535217479683,37.7500114591565,3,1,1
141363,29.4012400414067,37.750011459156,3,1,3
141364,30.2672624261445,37.7500114591561,3,1,3
141365,31.1332846277798,37.750011459156,1,1,1
141366,31.9993066400535,37.7500114591563,8,2,2
141367,32.8653284565263,37.7500114591557,59,2,46
141368,33.731350070583,37.7500114591561,16,3,13
141369,34.597371475388,37.7500114591559,43,3,22
141370,35.4633926638793,37.7500114591563,4,1,3
141371,36.3294136287325,37.7500114591561,518,2,93
141372,37.1954343623381,37.7500114591558,27461,3,643
141373,38.0614548567658,37.7500114591563,1681,4,409
141374,38.9274751037292,37.7500114591561,229,4,100
141375,39.7934950945528,37.7500114591558,927,4,278
141376,40.6595148201215,37.7500114591562,776,5,385
141381,44.9896091130873,37.7500114591562,4377,5,1333
141382,45.8556270245232,37.7500114591563,2528,2,288
141383,46.7216445898943,37.7500114591557,847,3,299
141384,47.5876617943237,37.7500114591562,1849,5,447
141385,48.4536786218005,37.7500114591564,1983,4,765
141386,49.3196950550481,37.7500114591558,1342,3,650
141387,50.1857110753743,37.750011459156,7576,4,1752
141388,51.0517266625076,37.7500114591556,6315,4,1053
141389,51.9177417943956,37.750011459156,546,2,221
141390,52.7837564469962,37.750011459156,479,2,335
141391,53.6497705940155,37.7500114591562,1564,4,601
141392,54.5157842066305,37.7500114591559,9407,6,1354
141393,55.3817972531535,37.7500114591561,92836,7,3078
141394,56.2478096986526,37.750011459156,33283,7,2612
141395,57.1138215045094,37.7500114591562,7287,3,876
141396,57.9798326279059,37.7500114591555,235,3,164
141397,58.8458430212269,37.7500114591559,502,4,226
141398,59.7118526313625,37.7500114591563,294,6,177
141399,60.5778613988765,37.7500114591559,421,4,151
141400,61.4438692570399,37.750011459156,531,3,404
141401,62.3098761306668,37.7500114591561,1,1,1
141402,63.175881934744,37.7500114591562,7,3,7
141403,64.041886572761,37.7500114591559,14,4,12
141404,64.9078899347228,37.7500114591559,60,2,43
141406,66.6398923079334,37.7500114591559,2,1,2
141407,67.5058910070467,37.7500114591561,69,3,55
141408,68.3718877976442,37.7500114591561,110,2,77
141472,-16.9310798793035,38.0000114591559,148,2,68
141473,-16.0650553881667,38.0000114591564,25,2,22
141474,-15.1990308035783,38.0000114591557,157,2,92
141475,-14.3330061306306,38.0000114591564,33,3,14
141476,-13.4669813744033,38.000011459156,47,2,17
141477,-12.6009565399582,38.0000114591564,24,2,3
141478,-11.7349316323523,38.000011459156,40,2,21
141479,-10.8689066566327,38.0000114591564,703,2,168
141480,-10.0028816178397,38.000011459156,1121,3,142
141481,-9.13685652100931,38.000011459156,41,3,32
141482,-8.27083137117494,38.0000114591561,77,2,35
141483,-7.40480617336348,38.0000114591561,1684,2,391
141484,-6.53878093260226,38.0000114591558,5691,5,1039
141485,-5.67275565391792,38.0000114591558,1115,4,643
141486,-4.80673034233198,38.0000114591559,7187,7,1563
141487,-3.94070500287017,38.0000114591563,22220,5,2103
141488,-3.07467964055276,38.0000114591564,69298,5,1069
141489,-2.20865426040558,38.0000114591558,7087,4,1794
141490,-1.34262886744783,38.0000114591561,3819,5,867
141491,-0.476603466704267,38.0000114591561,2166,3,712
141492,0.389421936803564,38.0000114591561,8718,4,1629
141493,1.2554473380509,38.0000114591562,1827,7,708
141494,2.12147273201968,38.0000114591561,5179,6,830
141495,2.98749811368448,38.0000114591561,317,3,148
141496,3.85352347802443,38.0000114591563,516,2,289
141497,4.71954882001511,38.0000114591563,13973,3,925
141498,5.58557413463378,38.0000114591562,716,2,418
141499,6.45159941685941,38.0000114591561,1478,3,533
141500,7.31762466166386,38.0000114591562,838,3,254
141501,8.1836498640263,38.000011459156,2923,5,578
141502,9.04967501891772,38.0000114591559,3248,6,939
141503,9.91570012131313,38.0000114591564,396,4,235
141504,10.7817251661747,38.0000114591562,814,4,116
141505,11.6477501484721,38.0000114591557,352,5,188
141506,12.5137750631655,38.0000114591567,29,3,4
141507,13.379799905202,38.0000114591562,8200,4,834
141508,14.245824669534,38.0000114591563,302,2,163
141509,15.111849351095,38.0000114591561,110,2,16
141510,15.9778739448075,38.0000114591565,154,3,54
141511,16.8438984455832,38.0000114591559,52,2,10
141512,17.7099228483149,38.0000114591563,38,2,6
141513,18.5759471478744,38.0000114591557,2,1,2
141520,24.638113919282,38.0000114591559,5,2,3
141521,25.5041372051137,38.0000114591558,33,1,2
141522,26.3701603399845,38.0000114591558,150,2,103
141523,27.2361833182878,38.0000114591559,56,2,19
141524,28.1022061343237,38.0000114591562,1,1,1
141525,28.9682287822921,38.0000114591562,2,1,2
141526,29.8342512562766,38.0000114591559,68,2,59
141527,30.7002735502377,38.0000114591564,5,2,4
141528,31.5662956579842,38.0000114591558,1,1,1
141529,32.432317573174,38.0000114591562,231,2,109
141531,34.1643607995769,38.0000114591562,263,4,86
141532,35.0303820971246,38.0000114591557,800,4,181
141533,35.8964031747277,38.0000114591559,83,3,55
141534,36.7624240249291,38.0000114591563,35836,4,590
141535,37.6284446399577,38.0000114591562,1171,5,339
141536,38.4944650117122,38.0000114591556,1230,4,328
141537,39.3604851317171,38.0000114591563,430,3,201
141538,40.2265049910822,38.000011459156,960,4,264
141539,41.0925245804546,38.0000114591561,2859,5,401
141543,44.5566000319645,38.0000114591561,19704,6,2595
141544,45.4226181111739,38.0000114591563,1975,3,403
141545,46.288635851371,38.0000114591559,443,4,185
141546,47.1546532382008,38.0000114591562,6820,4,814
141547,48.0206702562308,38.000011459156,3188,6,1163
141548,48.886686888836,38.0000114591559,6706,5,1748
141549,49.7527031180544,38.0000114591564,2728,4,959
141550,50.6187189244239,38.0000114591559,1980,3,793
141551,51.4847342868104,38.0000114591561,4712,4,1057
141552,52.3507491821943,38.0000114591559,1462,2,964
141553,53.216763585441,38.0000114591563,2130,3,710
141554,54.0827774690325,38.0000114591564,9631,5,1651
141555,54.948790802757,38.0000114591561,22707,5,2062
141556,55.814803553354,38.0000114591563,246990,7,5066
141557,56.680815684108,38.0000114591562,16445,6,1571
141558,57.5468271543697,38.000011459156,358,3,200
141559,58.4128379190074,38.0000114591562,10001,5,904
141560,59.2788479277489,38.0000114591564,1766,4,430
141561,60.1448571244344,38.0000114591563,647,4,272
141562,61.0108654461131,38.0000114591564,126,2,86
141563,61.8768728219865,38.0000114591566,1785,4,439
141564,62.7428791721415,38.0000114591557,5,1,5
141565,63.6088844060429,38.000011459156,14,2,14
141566,64.4748884207135,38.0000114591559,411,3,145
141568,66.2068923045519,38.0000114591557,1202,5,490
141569,67.0728918832092,38.0000114591567,102,4,69
141570,67.9388896542628,38.0000114591557,180,4,132
141571,68.8048854077321,38.000011459156,74,2,34
141633,-17.3640920882332,38.2500114591561,3256,2,173
141634,-16.4980676457351,38.2500114591562,56,2,49
141635,-15.632043107235,38.2500114591563,114,2,86
141636,-14.7660184778329,38.2500114591561,515,3,299
141637,-13.8999937626117,38.2500114591562,57,2,3
141638,-13.0339689666412,38.2500114591561,11,2,6
141639,-12.1679440949852,38.2500114591561,632,2,284
141640,-11.3019191526905,38.2500114591566,693,2,144
141641,-10.4358941448037,38.250011459156,280,3,118
141642,-9.56986907636416,38.2500114591569,193,2,136
141643,-8.70384395240291,38.2500114591558,1023,2,351
141644,-7.83781877795194,38.2500114591564,18559,3,933
141645,-6.97179355803824,38.2500114591558,631,2,263
141646,-6.10576829768652,38.250011459156,782,3,344
141647,-5.23974300192413,38.2500114591564,17179,8,3030
141648,-4.3737176757713,38.2500114591565,10673,5,2041
141649,-3.50769232425489,38.2500114591561,51377,4,2328
141650,-2.64166695239526,38.2500114591564,20088,5,925
141651,-1.77564156521354,38.2500114591566,2342,4,606
141652,-0.909616167736448,38.250011459156,1938,4,464
141653,-0.0435907649833146,38.2500114591562,18850,4,1324
141654,0.822434638023893,38.2500114591564,801,2,320
141655,1.68846003626046,38.2500114591564,267,2,119
141656,2.5544854247058,38.2500114591562,579,2,194
141657,3.42051079833423,38.2500114591561,595,2,222
141658,4.28653615212662,38.2500114591562,12344,2,715
141659,5.15256148105847,38.2500114591564,2206,3,389
141660,6.01858678010866,38.250011459156,1699,2,403
141661,6.88461204425171,38.2500114591563,17589,4,937
141662,7.75063726846458,38.2500114591563,239,3,151
141663,8.61666244772111,38.2500114591563,761,5,168
141664,9.48268757699192,38.2500114591564,582,4,139
141665,10.3487126512493,38.2500114591564,947,5,178
141666,11.2147376654601,38.2500114591559,46,3,25
141667,12.0807626145838,38.250011459156,36,3,16
141668,12.9467874935808,38.2500114591563,342,3,114
141669,13.8128122973995,38.2500114591564,680,4,331
141670,14.6788370209773,38.2500114591559,72,3,50
141671,15.5448616592503,38.2500114591562,221,2,164
141672,16.410886207132,38.250011459156,34,2,22
141673,17.2769106595253,38.250011459156,15,1,1
141674,18.1429350113134,38.2500114591568,2,1,2
141681,24.2051022214871,38.250011459156,8384,2,269
141682,25.0711255807227,38.2500114591561,58,1,25
141683,25.9371487917692,38.2500114591563,5,1,4
141684,26.8031718490613,38.2500114591562,221,3,99
141685,27.6691947469488,38.2500114591563,6,1,2
141686,28.5352174796825,38.2500114591563,1,1,1
141687,29.4012400414066,38.2500114591565,5,2,5
141688,30.2672624261446,38.2500114591565,56,2,40
141689,31.1332846277796,38.2500114591557,3,1,3
141690,31.9993066400536,38.2500114591565,77,1,32
141691,32.8653284565262,38.2500114591563,88,2,52
141692,33.7313500705832,38.2500114591561,3,2,3
141693,34.5973714753877,38.2500114591567,1433,4,353
141694,35.4633926638796,38.2500114591566,5,2,5
141695,36.3294136287326,38.2500114591561,224,3,32
141696,37.195434362338,38.2500114591565,5631,3,349
141697,38.0614548567655,38.250011459156,1410,5,436
141698,38.9274751037293,38.2500114591561,130,2,67
141699,39.7934950945529,38.2500114591565,2867,4,491
141700,40.6595148201216,38.2500114591563,636,4,321
141705,44.9896091130874,38.2500114591561,10796,5,1789
141706,45.8556270245231,38.2500114591559,5653,3,813
141707,46.7216445898943,38.2500114591566,532,3,299
141708,47.5876617943237,38.2500114591565,753,4,254
141709,48.4536786218006,38.2500114591558,932,4,310
141710,49.3196950550482,38.2500114591566,5070,4,660
141711,50.1857110753742,38.2500114591561,1440,3,616
141712,51.0517266625076,38.2500114591564,723,3,401
141713,51.9177417943956,38.2500114591563,3009,3,756
141714,52.7837564469963,38.2500114591564,1454,4,762
141715,53.6497705940155,38.2500114591561,1887,3,667
141716,54.5157842066305,38.2500114591561,4444,6,1006
141717,55.3817972531535,38.2500114591564,24961,6,2522
141718,56.2478096986526,38.2500114591566,28545,6,1858
141719,57.1138215045094,38.250011459156,3440,3,466
141720,57.9798326279059,38.2500114591565,16412,7,2115
141721,58.8458430212269,38.2500114591562,473,3,259
141722,59.7118526313624,38.250011459156,2088,3,718
141723,60.5778613988764,38.2500114591563,79,4,65
141724,61.44386925704,38.2500114591563,160,2,18
141725,62.3098761306667,38.2500114591561,3996,5,697
141726,63.175881934744,38.2500114591564,89,3,83
141727,64.041886572761,38.250011459156,184,4,149
141728,64.9078899347229,38.2500114591564,21,2,19
141730,66.6398923079335,38.2500114591561,211,3,79
141731,67.5058910070466,38.2500114591557,176,2,107
141732,68.3718877976443,38.2500114591566,780,5,239
141796,-16.9310798793032,38.5000114591561,330,3,150
141797,-16.0650553881668,38.5000114591557,77,2,33
141798,-15.1990308035787,38.500011459156,154,2,96
141799,-14.3330061306307,38.5000114591557,67,2,49
141800,-13.4669813744032,38.5000114591559,130,2,51
141801,-12.6009565399581,38.5000114591556,2,2,2
141802,-11.7349316323519,38.5000114591561,275,2,146
141803,-10.868906656633,38.5000114591556,560,3,68
141804,-10.0028816178393,38.5000114591559,56,2,25
141805,-9.1368565210102,38.5000114591558,165,4,73
141806,-8.27083137117449,38.500011459156,2084,2,717
141807,-7.4048061733636,38.5000114591554,60,2,40
141808,-6.53878093260221,38.5000114591556,11698,6,1686
141809,-5.67275565391784,38.5000114591559,1946,5,670
141810,-4.80673034233214,38.5000114591559,49388,6,6066
141811,-3.94070500287035,38.5000114591555,1803,4,659
141812,-3.07467964055235,38.5000114591552,18546,4,1303
141813,-2.20865426040521,38.5000114591558,2694,2,494
141814,-1.3426288674483,38.5000114591557,690,4,299
141815,-0.476603466704366,38.5000114591559,701,4,219
141816,0.389421936803767,38.5000114591556,476,3,195
141817,1.25544733805119,38.5000114591555,166,2,140
141818,2.12147273201981,38.500011459156,304,2,18
141819,2.98749811368444,38.5000114591561,40,2,23
141820,3.85352347802459,38.5000114591556,1192,2,344
141821,4.71954882001544,38.5000114591558,1953,2,467
141822,5.58557413463332,38.5000114591557,511,2,233
141823,6.45159941685942,38.5000114591557,2053,4,602
141824,7.31762466166385,38.5000114591562,35771,6,1301
141825,8.18364986402647,38.500011459156,819,5,423
141826,9.04967501891773,38.5000114591557,42012,7,1442
141827,9.91570012131304,38.5000114591557,1472,5,298
141828,10.7817251661748,38.5000114591557,33,2,17
141829,11.6477501484719,38.5000114591562,198,4,76
141830,12.5137750631656,38.5000114591555,5,3,5
141831,13.3797999052018,38.5000114591555,2186,4,337
141832,14.2458246695336,38.5000114591556,1795,4,361
141833,15.111849351095,38.5000114591559,21,2,17
141834,15.9778739448074,38.5000114591554,463,4,253
141835,16.8438984455828,38.500011459156,19,2,16
141836,17.7099228483153,38.5000114591558,29,2,24
141843,23.7720904880198,38.5000114591557,44,2,41
141844,24.6381139192822,38.5000114591559,221,2,65
141845,25.504137205114,38.5000114591558,46,2,12
141846,26.3701603399847,38.5000114591561,6,2,6
141847,27.236183318288,38.500011459156,31,2,29
