hexID,LAT,LON,N,K,R
95093,83.0928752989587,-33.7499885408442,3,2,3
95248,76.5986946285705,-33.4999885408432,1,1,1
95254,81.7941628154701,-33.4999885408437,4,1,4
95410,77.031670461965,-33.2499885408442,1,1,1
95416,82.2270788141537,-33.2499885408442,8,1,3
95563,68.804885407732,-32.9999885408445,2,2,2
95564,69.6708788975454,-32.9999885408447,1,1,1
95574,78.3305824809001,-32.9999885408445,1,1,1
95576,80.0624165258265,-32.9999885408444,1,1,1
95578,81.7941628154701,-32.9999885408445,3,1,3
95580,83.5257510368118,-32.9999885408446,3,1,3
95724,68.3718877976443,-32.7499885408435,2,2,2
95725,69.2378824525933,-32.7499885408435,1,1,1
95736,78.7635470046658,-32.7499885408441,3,1,3
95740,82.2270788141537,-32.7499885408433,1,1,1
95886,67.9388896542628,-32.4999885408439,1,1,1
95887,68.804885407732,-32.4999885408438,1,1,1
95894,74.8667713637235,-32.4999885408442,1,1,1
95900,80.0624165258265,-32.4999885408441,1,1,1
95903,82.6599836732844,-32.4999885408437,17,2,15
95904,83.5257510368118,-32.4999885408443,1,1,1
96048,68.3718877976443,-32.2499885408442,13,2,8
96050,70.1038747048781,-32.2499885408446,1,1,1
96063,81.3612373511544,-32.2499885408445,1,1,1
96210,67.9388896542628,-31.9999885408434,1,1,1
96217,74.0008000192416,-31.9999885408438,1,1,1
96222,78.3305824809001,-31.9999885408441,1,1,1
96224,80.0624165258265,-31.999988540844,1,1,1
96226,81.7941628154701,-31.9999885408438,22,1,11
96227,82.6599836732844,-31.999988540844,20,1,20
96228,83.5257510368118,-31.9999885408438,48,3,15
96372,68.3718877976442,-31.7499885408446,67,4,16
96375,70.969864238526,-31.7499885408443,1,1,1
96383,77.8976146635147,-31.7499885408446,1,1,1
96387,81.3612373511544,-31.7499885408444,2,1,1
96388,82.2270788141537,-31.7499885408448,2,1,1
96389,83.0928752989587,-31.7499885408444,6,2,4
96501,39.3604851317169,-31.4999885408441,18635,5,1408
96534,67.9388896542628,-31.4999885408446,46,3,23
96663,39.793495094553,-31.2499885408439,399,3,273
96696,68.3718877976443,-31.2499885408441,25,3,16
96698,70.1038747048782,-31.2499885408443,7,2,7
96711,81.3612373511544,-31.2499885408441,8,1,3
96712,82.2270788141537,-31.249988540844,395,4,143
